Date,^GDAXI,ADS.DE,AIR.DE,ALV.DE,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,CBK.DE,CON.DE,DBK.DE,DHL.DE,DTE.DE,EOAN.DE,FRE.DE,HEI.DE,HEN3.DE,HNR1.DE,IFX.DE,MBG.DE,MRK.DE,MUV2.DE,QIA.DE,RHM.DE,RWE.DE,SAP.DE,SIE.DE,SRT3.DE,VOW3.DE
2015-12-31 00:00:00+00:00,10526.5546875,79.68339538574219,54.535104751586914,108.3839225769043,42.504316329956055,82.40630722045898,78.22893905639648,62.85603904724121,8.242554187774658,170.17250061035156,18.035399436950684,25.587499618530273,11.04490041732788,5.539594888687134,54.77021789550781,57.182416915893555,83.74721908569336,93.56348037719727,12.06996202468872,48.114187240600586,79.28706741333008,127.87131118774414,24.878976821899414,50.17016410827637,9.180635452270508,64.7668628692627,68.06448745727539,58.04363822937012,84.98455047607422
2016-01-01 00:00:00+00:00,10418.3271484375,79.08290481567383,54.37117099761963,107.1901912689209,41.961915016174316,81.58061027526855,77.72047233581543,61.892212867736816,8.198164701461792,168.6489715576172,17.886868000030518,25.403749465942383,10.926609754562378,5.467195391654968,54.18728446960449,56.85931873321533,82.80969047546387,92.82126808166504,11.943353414535522,47.485751152038574,78.85078620910645,126.63532066345215,24.80548858642578,50.164042472839355,9.059943675994873,64.33078670501709,67.32755470275879,58.0073823928833,82.92780303955078
2016-01-04 00:00:00+00:00,10310.099609375,78.48241424560547,54.207237243652344,105.9964599609375,41.41951370239258,80.75491333007812,77.21200561523438,60.92838668823242,8.153775215148926,167.1254425048828,17.73833656311035,25.219999313354492,10.808319091796875,5.394795894622803,53.60435104370117,56.53622055053711,81.87216186523438,92.07905578613281,11.816744804382324,46.85731506347656,78.41450500488281,125.39933013916016,24.73200035095215,50.157920837402344,8.939251899719238,63.894710540771484,66.59062194824219,57.971126556396484,80.87105560302734
2016-01-05 00:00:00+00:00,10214.01953125,77.57378387451172,53.72637176513672,106.33509826660156,40.72919464111328,79.59349060058594,76.71295166015625,58.91114807128906,7.991013526916504,161.84129333496094,17.591840744018555,25.09000015258789,10.875913619995117,5.373155117034912,53.39237594604492,55.48854064941406,81.45733642578125,91.94410705566406,11.451749801635742,45.667266845703125,77.32266235351562,125.75249481201172,24.557621002197266,49.72530746459961,8.983504295349121,64.44932556152344,66.32758331298828,57.717342376708984,79.2056655883789
2016-01-06 00:00:00+00:00,9979.849609375,76.3683090209961,52.58976364135742,104.1339111328125,39.73685073852539,77.5610122680664,74.83914947509766,56.694862365722656,7.729026794433594,157.90711975097656,17.213390350341797,24.329999923706055,10.808319091796875,5.221673011779785,51.866146087646484,54.29557418823242,79.65695190429688,90.00985717773438,11.168877601623535,43.91083526611328,74.8526382446289,123.42176055908203,23.8601016998291,47.10518264770508,8.738097190856934,63.814208984375,65.05875396728516,54.309410095214844,76.607666015625
2016-01-07 00:00:00+00:00,9849.33984375,75.07286834716797,51.287044525146484,102.81318664550781,39.24992370605469,75.4196548461914,74.65082550048828,55.36772918701172,7.557559967041016,156.4414520263672,16.655887603759766,24.059999465942383,10.649474143981934,5.123018741607666,51.611785888671875,53.07200622558594,79.06787109375,88.75035858154297,10.886006355285645,43.39535903930664,74.37831115722656,122.07984161376953,23.49141502380371,47.937744140625,8.56108283996582,63.554805755615234,64.61001586914062,53.620582580566406,76.6742935180664
2016-01-08 00:00:00+00:00,9917.384765625,76.3503189086914,51.44878959655762,103.6598014831543,39.44407844543457,75.52853393554688,75.43706893920898,55.83553695678711,7.549726724624634,157.36713409423828,16.879700660705566,24.019999504089355,10.695099830627441,5.202578544616699,51.700815200805664,53.28995323181152,79.21721267700195,89.80744552612305,10.981818199157715,43.69764518737793,74.4454345703125,123.0333137512207,22.011680603027344,48.06017875671387,8.717982292175293,64.98601722717285,64.58680725097656,53.24595069885254,78.62278366088867
2016-01-11 00:00:00+00:00,9985.4296875,77.62776947021484,51.61053466796875,104.50641632080078,39.63823318481445,75.63741302490234,76.22331237792969,56.3033447265625,7.541893482208252,158.29281616210938,17.103513717651367,23.979999542236328,10.74072551727295,5.282138347625732,51.78984451293945,53.50790023803711,79.3665542602539,90.86453247070312,11.077630043029785,43.99993133544922,74.51255798339844,123.98678588867188,20.531946182250977,48.182613372802734,8.874881744384766,66.41722869873047,64.5635986328125,52.87131881713867,80.57127380371094
2016-01-12 00:00:00+00:00,9960.9599609375,77.13298034667969,52.091407775878906,104.67574310302734,39.61974334716797,75.74629974365234,76.70354461669922,55.00276565551758,7.507948875427246,154.8986358642578,17.005849838256836,23.690000534057617,10.75424575805664,5.49599552154541,51.772884368896484,52.7890625,80.1215591430664,90.09983825683594,11.091316223144531,43.42717742919922,74.38726806640625,125.25808715820312,21.25437355041504,48.598907470703125,9.192704200744629,65.95208740234375,64.3160171508789,50.67186737060547,80.2715072631836
2016-01-13 00:00:00+00:00,9794.2001953125,76.20637512207031,50.771202087402344,102.88091278076172,39.397850036621094,74.65745544433594,74.91446685791016,53.15806579589844,7.2842607498168945,151.38873291015625,16.28150749206543,23.385000228881836,10.602158546447754,5.434893608093262,50.91649627685547,51.458438873291016,78.40413665771484,88.16558074951172,10.899693489074707,41.88075637817383,73.22383880615234,124.19869232177734,20.397422790527344,46.182830810546875,9.128334999084473,65.325927734375,64.43206787109375,50.3455696105957,77.27381896972656
2016-01-14 00:00:00+00:00,9545.26953125,75.57664489746094,49.05755615234375,101.08607482910156,38.097328186035156,73.02423095703125,73.87869262695312,51.771209716796875,7.014440536499023,147.72454833984375,15.610061645507812,22.719999313354492,10.399374961853027,5.212126731872559,49.48354721069336,49.11837387084961,77.55786895751953,86.09638977050781,10.3795747756958,41.06617736816406,70.87910461425781,122.3976821899414,19.968948364257812,45.48086929321289,8.709936141967773,63.22383499145508,63.209651947021484,48.859134674072266,74.54259490966797
2016-01-15 00:00:00+00:00,9604.73974609375,79.17060470581055,49.35918998718262,101.23846435546875,37.90009117126465,73.71381759643555,74.99920654296875,52.049909591674805,6.950467109680176,148.84307861328125,15.479841709136963,22.90499973297119,10.453450202941895,5.415799617767334,49.88205909729004,49.56956481933594,76.50003814697266,86.54621505737305,10.609978199005127,41.38437271118164,71.60848617553711,122.99800872802734,20.173221588134766,46.395057678222656,9.126323223114014,63.94391441345215,63.426286697387695,49.92864990234375,73.94305419921875
2016-01-18 00:00:00+00:00,9664.2099609375,82.76456451416016,49.660823822021484,101.39085388183594,37.70285415649414,74.40340423583984,76.11972045898438,52.328609466552734,6.886493682861328,149.96160888671875,15.349621772766113,23.09000015258789,10.507525444030762,5.619472503662109,50.28057098388672,50.020755767822266,75.44220733642578,86.99604034423828,10.840381622314453,41.70256805419922,72.3378677368164,123.59833526611328,20.37749481201172,47.30924606323242,9.542710304260254,64.66399383544922,63.642921447753906,50.998165130615234,73.34351348876953
2016-01-19 00:00:00+00:00,9391.6396484375,82.8365478515625,47.483795166015625,97.93665313720703,37.05567169189453,72.91532897949219,73.9822769165039,50.9417610168457,6.5087456703186035,145.98887634277344,14.421808242797852,22.3700008392334,10.068164825439453,5.327328681945801,48.601722717285156,48.31541442871094,73.7994384765625,83.91024017333984,10.703507423400879,40.607975006103516,70.62852478027344,119.57256317138672,19.85435676574707,45.76655197143555,8.939251899719238,63.47429656982422,62.12649917602539,49.137088775634766,69.67967224121094
2016-01-20 00:00:00+00:00,9574.16015625,81.34317779541016,48.6029052734375,98.24143981933594,37.91241455078125,74.91151428222656,74.75439453125,52.222434997558594,6.57924747467041,149.65306091308594,13.937555313110352,22.78499984741211,10.382476806640625,5.5596442222595215,49.627685546875,49.34779357910156,75.06055450439453,84.531005859375,10.86319351196289,41.75984573364258,72.48999786376953,120.7379150390625,20.183185577392578,46.08488464355469,9.482365608215332,64.14517974853516,63.078121185302734,49.7896728515625,73.54337310791016
2016-01-21 00:00:00+00:00,9764.8798828125,82.11685180664062,49.879398345947266,100.34104919433594,38.793819427490234,76.61737060546875,76.66587829589844,52.892635345458984,6.789010524749756,151.7744140625,14.307866096496582,23.43000030517578,10.710309982299805,5.651933193206787,50.585819244384766,51.6190299987793,77.24259185791016,85.30470275878906,11.23275375366211,42.148040771484375,73.77871704101562,122.50361633300781,20.79102325439453,48.32137680053711,9.643287658691406,64.40457916259766,64.40111541748047,51.36069869995117,75.2420425415039
2016-01-22 00:00:00+00:00,9793.81494140625,82.71959686279297,50.119834899902344,99.9854736328125,38.52878189086914,76.5447769165039,77.23084259033203,52.789785385131836,6.752889394760132,152.06370544433594,14.120675086975098,23.015000343322754,10.708619117736816,5.807552099227905,51.001291275024414,51.09136772155762,78.13864135742188,85.74552917480469,11.230472087860107,41.78529930114746,74.02930068969727,122.50361633300781,20.818425178527832,49.260053634643555,9.971168041229248,64.62373352050781,67.24825668334961,53.137176513671875,75.02555084228516
2016-01-25 00:00:00+00:00,9822.75,83.32234191894531,50.36027145385742,99.62989807128906,38.26374435424805,76.47218322753906,77.79580688476562,52.68693542480469,6.716768264770508,152.35299682617188,13.933484077453613,22.600000381469727,10.706928253173828,5.963171005249023,51.41676330566406,50.56370544433594,79.0346908569336,86.18635559082031,11.228190422058105,41.42255783081055,74.2798843383789,122.50361633300781,20.845827102661133,50.19873046875,10.29904842376709,64.84288787841797,70.09539794921875,54.91365432739258,74.8090591430664
2016-01-26 00:00:00+00:00,9880.8203125,83.67318725585938,48.445533752441406,99.90082550048828,37.567256927490234,76.25442504882812,78.7280044555664,53.05853271484375,6.626247882843018,153.9729461669922,13.92127799987793,22.520000457763672,10.882673263549805,6.133747100830078,51.98485565185547,51.703155517578125,79.15083312988281,86.7081527709961,11.209941864013672,41.957122802734375,73.53707885742188,124.12803649902344,20.88568687438965,51.63530349731445,10.363417625427246,65.6390151977539,71.19793701171875,57.258121490478516,74.50928497314453
2016-01-27 00:00:00+00:00,9639.58984375,84.1139907836914,48.09580993652344,97.97052001953125,37.382347106933594,74.0041732788086,77.46622467041016,51.505794525146484,6.439115047454834,149.26734924316406,13.164376258850098,21.969999313354492,10.507525444030762,6.123564720153809,49.8820686340332,50.6478271484375,78.71110534667969,84.84587097167969,10.817569732666016,40.65888977050781,69.9215316772461,122.00921630859375,20.407386779785156,50.688472747802734,10.484108924865723,63.519020080566406,69.63668823242188,55.61458206176758,72.37759399414062
2016-01-28 00:00:00+00:00,9798.1103515625,85.4454345703125,50.4127311706543,100.67970275878906,37.65970993041992,75.05670928955078,80.1121597290039,50.86876678466797,6.499171733856201,148.57308959960938,13.347497940063477,22.329999923706055,10.825220108032227,5.998814105987549,51.67112731933594,51.68785095214844,81.11715698242188,86.90606689453125,11.205377578735352,40.83071517944336,71.66667175292969,124.90493774414062,20.845827102661133,53.54530715942383,10.355369567871094,65.46905517578125,70.96456146240234,57.22187042236328,71.21183013916016
2016-01-29 00:00:00+00:00,9689.5751953125,85.0271110534668,49.38979148864746,99.07112884521484,36.98479461669922,73.9497299194336,80.3381462097168,49.99618339538574,6.3468544483184814,146.89527130126953,13.056539058685303,22.087499618530273,10.798181533813477,5.946304798126221,51.399803161621094,51.225196838378906,81.29553985595703,85.83548736572266,10.95216178894043,40.407514572143555,71.68456649780273,123.45707702636719,20.70383358001709,53.40654945373535,10.126055240631104,64.8428955078125,70.08333587646484,58.5572452545166,70.17929077148438
2016-02-01 00:00:00+00:00,9581.0400390625,84.6087875366211,48.366851806640625,97.46255493164062,36.309879302978516,72.8427505493164,80.56413269042969,49.123600006103516,6.194537162780762,145.2174530029297,12.765580177307129,21.844999313354492,10.771142959594727,5.893795490264893,51.12847900390625,50.762542724609375,81.47392272949219,84.76490783691406,10.698945999145508,39.98431396484375,71.70246124267578,122.00921630859375,20.561840057373047,53.267791748046875,9.896740913391113,64.21673583984375,69.20211029052734,59.89262008666992,69.1467514038086
2016-02-02 00:00:00+00:00,9434.8203125,82.76456451416016,47.064125061035156,95.32907104492188,36.2544059753418,71.52889251708984,79.95208740234375,48.241050720214844,6.015236854553223,144.600341796875,11.996468544006348,21.174999237060547,10.571739196777344,5.809144496917725,49.313968658447266,49.75309753417969,81.53201293945312,82.09296417236328,10.470823287963867,40.07341766357422,69.64408874511719,119.32534790039062,19.684959411621094,53.333091735839844,9.88869571685791,63.37590789794922,68.25247192382812,56.50886154174805,67.54798126220703
2016-02-03 00:00:00+00:00,9393.3603515625,83.57423400878906,47.03789520263672,95.22748565673828,36.56875228881836,71.47808074951172,78.0688705444336,47.43814468383789,6.202369689941406,141.78469848632812,12.330157279968262,20.889999389648438,10.466968536376953,5.9485321044921875,48.10995101928711,49.92898941040039,80.7520980834961,81.59814453125,10.219886779785156,38.78154373168945,68.08689880371094,123.10395812988281,19.241535186767578,50.60685348510742,10.218586921691895,62.52611541748047,68.5180435180664,54.611541748046875,67.2815170288086
